Unnamed: 0,customer_id,date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
6383,97f54f0547,10/8/2019,M,12/15/2016,General Region,Industry Category,Management,25-34,150K+,JCB 16 digit
6384,4398ccd278,8/16/2019,F,1/22/1927,General Region,Industry Category,Engineering,18-24,150K+,VISA 13 digit
6385,39b2d7ee16,7/26/2021,M,12/25/1956,General Region,Industry Category,Other,18-24,75K-100K,JCB 16 digit
6386,e418c531cf,12/19/2021,M,11/28/2014,General Region,Industry Category,Other,45-54,75K-100K,Discover
6387,a59acc1c67,7/14/2019,F,6/24/1951,General Region,Industry Category,Other,55-64,30K-50K,JCB 16 digit
6388,476434befb,5/29/2021,F,3/23/1951,General Region,Industry Category,Engineering,35-44,100K-150K,VISA 19 digit
6389,86e7e1b2e9,5/20/2021,M,11/3/2020,General Region,Industry Category,Engineering,45-54,150K+,JCB 16 digit
6390,b2fe4b33ec,5/3/2020,F,6/6/1971,General Region,Industry Category,Other,45-54,30K-50K,JCB 16 digit
6391,4f783e57f4,4/4/2022,F,7/15/1942,General Region,Industry Category,Other,55-64,100K-150K,Maestro
6392,b2ada807ec,6/8/2022,M,5/30/1978,General Region,Industry Category,Other,45-54,30K-50K,Mastercard
6393,082ea21539,10/11/2020,M,1/26/1992,General Region,Industry Category,Management,55-64,100K-150K,VISA 16 digit
6394,94a69d3409,11/4/2021,F,11/11/1918,General Region,Industry Category,Other,45-54,100K-150K,JCB 16 digit
6395,e560bf6633,1/25/2022,F,11/5/1971,General Region,Industry Category,Other,35-44,30K-50K,VISA 16 digit
6396,1e8fcf93e1,6/22/2020,F,7/23/1984,General Region,Industry Category,Other,35-44,150K+,VISA 19 digit
6397,14d332b6dc,5/13/2021,F,12/2/1943,General Region,Industry Category,Healthcare & Counseling,25-34,50K-75K,Discover
6398,4df6e0bc15,11/8/2020,F,8/6/1987,General Region,Industry Category,Other,35-44,150K+,Discover
6399,2c2d316f2c,3/28/2022,F,1/1/1926,General Region,Industry Category,Other,65+,150K+,VISA 19 digit
6400,f6373afa8d,4/14/2021,M,10/8/1934,General Region,Industry Category,Management,45-54,75K-100K,VISA 16 digit
6401,1a785707e0,1/4/2022,M,7/18/1940,General Region,Industry Category,Engineering,55-64,150K+,VISA 19 digit
6402,7c97d37f45,1/20/2020,F,9/26/1919,General Region,Industry Category,Other,45-54,100K-150K,VISA 19 digit
6403,96709888cd,11/4/2019,F,7/9/1939,General Region,Industry Category,Management,45-54,150K+,Diners Club / Carte Blanche
6404,3072682d8a,8/8/2020,F,9/11/1992,General Region,Industry Category,Management,18-24,75K-100K,JCB 15 digit
6405,8137f65144,1/23/2020,F,6/25/1992,General Region,Industry Category,Management,25-34,150K+,JCB 15 digit
6406,7d5cf9087c,1/12/2022,M,5/7/1969,General Region,Industry Category,Other,55-64,50K-75K,JCB 15 digit
6407,9f57746756,6/15/2022,F,2/2/1958,General Region,Industry Category,Management,35-44,50K-75K,Maestro
6408,e1829aa5fc,3/4/2021,M,1/8/1985,General Region,Industry Category,Other,18-24,100K-150K,JCB 16 digit
6409,65b5d5870c,9/27/2019,M,10/25/1943,General Region,Industry Category,Engineering,55-64,150K+,VISA 16 digit
6410,2ab73c7540,1/8/2020,M,3/21/1933,General Region,Industry Category,Management,25-34,150K+,VISA 16 digit
6411,c6bbbd3521,7/13/2020,F,3/3/1997,General Region,Industry Category,Other,25-34,30K-50K,Mastercard
6412,ea47e9d3f5,7/8/2021,M,12/26/1930,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6413,040b0acdea,7/7/2021,F,5/14/1923,General Region,Industry Category,Other,18-24,<30K,Diners Club / Carte Blanche
6414,269c678f57,7/8/2019,F,10/17/2015,General Region,Industry Category,Engineering,18-24,100K-150K,Mastercard
6415,3983b6e0cb,5/14/2022,F,2/14/2016,General Region,Industry Category,Other,55-64,150K+,Diners Club / Carte Blanche
6416,f3f15f6fdc,1/28/2020,M,1/22/1952,General Region,Industry Category,Other,45-54,100K-150K,Maestro
6417,e22d8de235,11/3/2021,F,12/17/1911,General Region,Industry Category,Other,35-44,150K+,VISA 19 digit
6418,3a69651a03,4/4/2022,F,7/7/1977,General Region,Industry Category,Other,35-44,100K-150K,American Express
6419,58eddff310,5/19/2020,F,3/26/2008,General Region,Industry Category,Other,55-64,50K-75K,JCB 16 digit
6420,6a280cf29b,1/30/2021,F,7/27/2007,General Region,Industry Category,Management,35-44,100K-150K,VISA 13 digit
6421,b6ced7664c,4/29/2022,F,5/23/2015,General Region,Industry Category,Management,55-64,50K-75K,JCB 15 digit
6422,e88d65d6db,10/11/2021,F,7/17/1962,General Region,Industry Category,Other,35-44,50K-75K,VISA 16 digit
6423,3af641f8b0,10/15/2020,M,3/23/1909,General Region,Industry Category,Other,45-54,30K-50K,Maestro
6424,511282eb4d,11/10/2019,M,10/20/1963,General Region,Industry Category,Management,35-44,50K-75K,American Express
6425,9f0aef4f73,8/6/2021,F,10/24/1954,General Region,Industry Category,Other,35-44,150K+,Discover
6426,7ca700af9c,7/1/2019,M,12/5/1958,General Region,Industry Category,Healthcare & Counseling,55-64,150K+,Diners Club / Carte Blanche
6427,a8d81bd580,9/21/2020,F,2/6/2004,General Region,Industry Category,Engineering,45-54,150K+,JCB 16 digit
6428,00c304e873,3/25/2021,M,6/24/1945,General Region,Industry Category,Management,35-44,100K-150K,VISA 16 digit
6429,6c6fff736f,5/7/2020,M,7/7/1931,General Region,Industry Category,Other,35-44,150K+,Mastercard
6430,88e8d70580,4/28/2022,M,12/26/1927,General Region,Industry Category,Other,25-34,150K+,Diners Club / Carte Blanche
6431,c9d12c88e1,7/11/2019,F,6/13/2017,General Region,Industry Category,Other,18-24,150K+,VISA 13 digit
6432,649f75757a,5/8/2021,M,3/27/1910,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
6433,64f6ccdc36,5/28/2022,F,3/20/2008,General Region,Industry Category,Other,45-54,100K-150K,Mastercard
6434,031f88520d,10/29/2020,M,7/19/1935,General Region,Industry Category,Management,55-64,100K-150K,VISA 16 digit
6435,4f96e71267,12/17/2019,M,4/7/1956,General Region,Industry Category,Other,55-64,100K-150K,Discover
6436,c3edeabeb9,9/2/2021,F,8/6/1913,General Region,Industry Category,Other,25-34,30K-50K,VISA 16 digit
6437,946176b244,4/15/2020,F,6/27/1920,General Region,Industry Category,Other,18-24,50K-75K,Maestro
6438,e15d125925,5/6/2021,F,2/20/1939,General Region,Industry Category,Science & Research,25-34,75K-100K,Discover
6439,3c56583052,9/10/2020,M,11/2/1936,General Region,Industry Category,Other,45-54,100K-150K,VISA 16 digit
6440,37fa243147,8/24/2019,F,11/27/1962,General Region,Industry Category,Other,45-54,150K+,VISA 16 digit
6441,2d5c492dee,1/10/2020,M,6/21/2018,General Region,Industry Category,Other,55-64,75K-100K,VISA 16 digit
6442,c6fece7384,8/18/2019,M,11/17/1975,General Region,Industry Category,Other,35-44,100K-150K,VISA 19 digit
6443,2c060e6367,4/13/2022,F,10/21/1910,General Region,Industry Category,Other,35-44,150K+,VISA 16 digit
6444,3fc371e31a,11/27/2020,M,9/17/1982,General Region,Industry Category,Other,35-44,100K-150K,Discover
6445,f49dae2ce4,11/27/2020,M,5/5/1983,General Region,Industry Category,Management,55-64,150K+,Discover
6446,7b62a2fc74,11/7/2019,M,11/21/1963,General Region,Industry Category,Other,25-34,150K+,American Express
6447,ca705a9696,4/21/2020,F,8/14/1966,General Region,Industry Category,Other,25-34,150K+,American Express
6448,1a09034960,4/24/2021,F,1/21/2008,General Region,Industry Category,Other,45-54,100K-150K,JCB 16 digit
6449,74c8ebe5c0,12/13/2019,M,6/4/1984,General Region,Industry Category,Other,25-34,100K-150K,VISA 13 digit
6450,2568e6a012,2/28/2022,F,6/21/2000,General Region,Industry Category,Other,35-44,100K-150K,VISA 16 digit
6451,b2ba72224a,6/14/2021,F,7/1/1986,General Region,Industry Category,Management,55-64,150K+,JCB 16 digit
6452,0c6aa4ac7e,2/10/2022,M,10/25/1983,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6453,9b4e9805de,9/6/2021,F,1/31/2014,General Region,Industry Category,Other,18-24,150K+,Discover
6454,31036bcdcf,9/30/2019,F,7/25/2009,General Region,Industry Category,Other,35-44,150K+,JCB 15 digit
6455,b84606f374,3/24/2020,M,7/24/1964,General Region,Industry Category,Other,25-34,100K-150K,JCB 16 digit
6456,054a522f5b,11/10/2020,F,7/11/1919,General Region,Industry Category,Other,25-34,150K+,VISA 16 digit
6457,4ca102f4c2,9/23/2021,F,8/28/1991,General Region,Industry Category,Other,45-54,100K-150K,VISA 16 digit
6458,abb952deac,3/21/2021,M,6/5/1908,General Region,Industry Category,Other,55-64,<30K,VISA 13 digit
6459,6a6ca4d9a4,10/20/2020,M,5/23/2012,General Region,Industry Category,Other,35-44,150K+,JCB 16 digit
6460,8028abb9f9,4/6/2022,M,6/27/1919,General Region,Industry Category,Other,35-44,150K+,VISA 16 digit
6461,38070bb5ad,8/23/2019,F,7/17/2018,General Region,Industry Category,Other,18-24,150K+,JCB 15 digit
6462,4561d25300,6/4/2020,F,10/26/1924,General Region,Industry Category,Other,18-24,150K+,VISA 16 digit
6463,991e22032b,3/12/2020,F,5/13/1980,General Region,Industry Category,Management,65+,150K+,Mastercard
6464,ba274967f2,2/16/2020,F,3/9/1961,General Region,Industry Category,Other,55-64,75K-100K,JCB 15 digit
6465,17ee018555,11/11/2020,M,10/3/1931,General Region,Industry Category,Other,18-24,<30K,Maestro
6466,338683fa2c,3/7/2022,M,1/7/1944,General Region,Industry Category,Management,55-64,30K-50K,Maestro
6467,9b69700792,9/12/2019,F,10/31/1942,General Region,Industry Category,Engineering,18-24,150K+,JCB 15 digit
6468,819db97a6b,4/12/2021,F,12/23/1995,General Region,Industry Category,Other,25-34,150K+,VISA 13 digit
6469,8246fb3bf5,5/18/2022,F,5/17/2020,General Region,Industry Category,Engineering,55-64,100K-150K,Mastercard
6470,b6517ee386,1/12/2020,F,6/16/1947,General Region,Industry Category,Other,35-44,150K+,Discover
6471,9ae89426ce,10/6/2020,M,1/23/1933,General Region,Industry Category,Engineering,18-24,50K-75K,VISA 13 digit
6472,bc811ae2ba,4/12/2020,F,12/29/1929,General Region,Industry Category,Engineering,55-64,150K+,Diners Club / Carte Blanche
6473,242591750a,9/7/2021,F,12/26/2015,General Region,Industry Category,Management,45-54,150K+,VISA 16 digit
6474,771a420e2d,8/9/2019,M,7/5/2016,General Region,Industry Category,Other,35-44,<30K,Maestro
6475,c1b18b6687,2/10/2020,F,8/7/1976,General Region,Industry Category,Engineering,45-54,150K+,Mastercard
6476,a14c9e184b,6/14/2020,M,1/27/1916,General Region,Industry Category,Other,55-64,100K-150K,Mastercard
6477,98af76e748,6/4/2022,F,1/11/1951,General Region,Industry Category,Other,35-44,150K+,JCB 16 digit
6478,92a5897e0a,5/22/2020,M,8/17/1969,General Region,Industry Category,Other,25-34,100K-150K,JCB 15 digit
6479,ff03f83dc4,4/15/2022,F,4/29/2018,General Region,Industry Category,Management,55-64,150K+,Maestro
6480,96cd567af2,11/26/2021,M,12/30/1978,General Region,Industry Category,Healthcare & Counseling,45-54,150K+,JCB 15 digit
6481,4015766a12,1/9/2020,F,10/14/2007,General Region,Industry Category,Other,35-44,150K+,Maestro
6482,1d4d7a2eab,10/14/2019,F,8/31/1955,General Region,Industry Category,Engineering,25-34,30K-50K,JCB 16 digit
6483,17e7d11a75,11/3/2021,M,4/27/1921,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6484,b9a17a1f14,6/25/2020,M,5/22/1998,General Region,Industry Category,Other,35-44,150K+,VISA 16 digit
6485,dab012f6e3,5/11/2022,F,7/22/1961,General Region,Industry Category,Other,18-24,150K+,JCB 16 digit
6486,11a15fac9d,6/1/2022,F,9/12/1906,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6487,8700aacbd9,2/5/2020,F,12/2/1954,General Region,Industry Category,Engineering,55-64,150K+,Discover
6488,cce2facf98,8/29/2021,F,5/24/1994,General Region,Industry Category,Management,55-64,100K-150K,Diners Club / Carte Blanche
6489,4cf9d95c30,10/14/2020,F,11/15/1968,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
6490,01532cf7d1,11/6/2020,F,2/23/1910,General Region,Industry Category,Management,35-44,75K-100K,VISA 16 digit
6491,473d46904e,10/23/2019,M,4/18/1938,General Region,Industry Category,Other,45-54,100K-150K,JCB 16 digit
6492,6e133855c7,6/14/2020,M,2/28/1937,General Region,Industry Category,Other,25-34,150K+,Maestro
6493,b5546fd363,6/8/2020,F,5/22/1940,General Region,Industry Category,Management,55-64,50K-75K,VISA 13 digit
6494,7059bd127d,10/25/2021,F,3/1/1920,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
6495,99f438b45a,10/18/2019,M,11/19/1926,General Region,Industry Category,Other,35-44,100K-150K,Discover
6496,31d123e4fa,4/1/2021,M,12/27/1948,General Region,Industry Category,Other,55-64,100K-150K,VISA 19 digit
6497,5316359dfa,12/31/2020,F,11/8/1926,General Region,Industry Category,Other,18-24,75K-100K,VISA 19 digit
6498,517f8dd8b1,4/27/2021,M,3/24/1964,General Region,Industry Category,Other,45-54,150K+,Diners Club / Carte Blanche
6499,28e8c65030,11/10/2021,F,7/16/1921,General Region,Industry Category,Other,55-64,150K+,American Express
6500,3ed03a61c1,8/19/2019,F,2/24/1956,General Region,Industry Category,Healthcare & Counseling,18-24,150K+,Diners Club / Carte Blanche
6501,a50a7df76a,6/9/2021,M,8/20/2020,General Region,Industry Category,Other,45-54,50K-75K,Diners Club / Carte Blanche
6502,51a550b558,6/2/2021,M,1/18/1940,General Region,Industry Category,Other,55-64,100K-150K,JCB 16 digit
6503,e599ccf36d,3/28/2020,M,1/7/1995,General Region,Industry Category,Other,45-54,150K+,JCB 15 digit
6504,d71811ff21,6/26/2021,F,10/2/1983,General Region,Industry Category,Other,25-34,100K-150K,VISA 13 digit
6505,b926591918,7/26/2019,M,4/10/1996,General Region,Industry Category,Management,45-54,75K-100K,Diners Club / Carte Blanche
6506,b24565edd0,8/3/2019,M,10/23/1977,General Region,Industry Category,Other,55-64,<30K,VISA 13 digit
6507,e5596da7a7,1/27/2022,M,3/31/1927,General Region,Industry Category,Other,55-64,150K+,Maestro
6508,ab9b2365aa,1/4/2022,F,4/12/1989,General Region,Industry Category,Management,18-24,150K+,Mastercard
6509,7377398ecf,1/24/2022,M,4/27/1972,General Region,Industry Category,Other,35-44,50K-75K,VISA 13 digit
6510,7c69a6f25e,10/1/2019,M,6/16/1924,General Region,Industry Category,Management,18-24,50K-75K,Maestro
6511,ac2d6f0a02,9/26/2019,M,9/25/2017,General Region,Industry Category,Other,25-34,<30K,Mastercard
6512,677620095a,3/16/2022,M,12/12/1918,General Region,Industry Category,Management,55-64,75K-100K,American Express
6513,f1c90caba2,11/11/2019,F,3/14/2004,General Region,Industry Category,Engineering,25-34,75K-100K,VISA 16 digit
6514,22b4100b11,12/5/2021,M,3/3/2002,General Region,Industry Category,Engineering,18-24,150K+,Maestro
6515,de283a401f,1/15/2020,F,9/1/1911,General Region,Industry Category,Other,25-34,150K+,Maestro
6516,0041e7eb42,8/9/2019,F,4/11/2013,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6517,88f3259c97,4/4/2022,M,12/26/2008,General Region,Industry Category,Other,45-54,150K+,VISA 13 digit
6518,c16d0a5cc8,9/8/2019,F,7/1/1960,General Region,Industry Category,Management,25-34,50K-75K,VISA 16 digit
6519,fff8ab393b,2/1/2022,M,12/13/1970,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6520,56cdb36a2d,12/23/2021,F,11/20/1988,General Region,Industry Category,Other,25-34,100K-150K,JCB 16 digit
6521,bbcd470ccd,9/20/2019,M,2/4/1913,General Region,Industry Category,Management,25-34,100K-150K,Discover
6522,661c241912,3/31/2021,F,9/30/2015,General Region,Industry Category,Management,55-64,150K+,American Express
6523,a9221a7af8,2/17/2021,F,6/16/1947,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
6524,e4a7b15476,1/11/2021,M,8/4/2010,General Region,Industry Category,Other,65+,30K-50K,VISA 19 digit
6525,2c70841bc0,5/26/2020,F,1/31/1955,General Region,Industry Category,Management,55-64,100K-150K,Maestro
6526,cae50ebc32,8/19/2021,M,4/20/1911,General Region,Industry Category,Other,25-34,30K-50K,Maestro
6527,84a7122306,10/11/2019,F,7/2/2011,General Region,Industry Category,Other,25-34,75K-100K,VISA 13 digit
6528,1bfa0ba31e,3/26/2021,F,3/17/1972,General Region,Industry Category,Other,55-64,100K-150K,JCB 15 digit
6529,ad3964e4db,6/26/2019,F,12/22/1970,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6530,3b8f087e4f,1/5/2022,M,12/2/1934,General Region,Industry Category,Other,55-64,30K-50K,JCB 16 digit
6531,77660cdbea,7/29/2021,M,11/3/1968,General Region,Industry Category,Other,45-54,150K+,American Express
6532,863a1ceec4,3/14/2020,F,9/3/1950,General Region,Industry Category,Other,45-54,30K-50K,Discover
6533,d103c7bfa0,12/8/2020,F,2/21/1981,General Region,Industry Category,Management,45-54,30K-50K,Discover
6534,009f8d60fa,3/8/2022,F,3/10/1921,General Region,Industry Category,Other,35-44,150K+,VISA 19 digit
6535,ca64fc1620,3/24/2020,F,1/2/1971,General Region,Industry Category,Management,18-24,150K+,VISA 19 digit
6536,2391304324,4/14/2021,M,2/24/1986,General Region,Industry Category,Management,25-34,30K-50K,JCB 16 digit
6537,7211077029,4/4/2021,F,1/28/2020,General Region,Industry Category,Other,35-44,100K-150K,American Express
6538,eb0d9bf0eb,10/10/2020,M,10/11/1932,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
6539,868e543d12,5/4/2021,M,7/30/1985,General Region,Industry Category,Technology,55-64,30K-50K,VISA 16 digit
6540,abab607e79,7/19/2019,F,10/22/2016,General Region,Industry Category,Engineering,45-54,50K-75K,Maestro
6541,340b3a2e84,8/2/2019,M,6/29/2021,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
6542,ad7608c7b1,12/18/2020,F,7/11/1976,General Region,Industry Category,Other,35-44,30K-50K,JCB 15 digit
6543,a62202cf86,12/16/2019,F,10/29/2019,General Region,Industry Category,Other,55-64,100K-150K,JCB 16 digit
6544,f0f77a76e1,4/4/2022,F,3/16/2022,General Region,Industry Category,Other,18-24,150K+,JCB 16 digit
6545,c96d63fdeb,1/30/2022,F,12/5/1932,General Region,Industry Category,Management,45-54,150K+,Maestro
6546,f4ce45fe25,12/19/2019,M,2/20/1943,General Region,Industry Category,Other,18-24,150K+,VISA 13 digit
6547,861ec5efbe,4/10/2022,M,6/20/1991,General Region,Industry Category,Other,35-44,50K-75K,VISA 19 digit
6548,faba6ab8cc,1/8/2021,F,2/13/2003,General Region,Industry Category,Other,55-64,100K-150K,American Express
6549,39a077e155,11/15/2019,F,8/27/2009,General Region,Industry Category,Other,35-44,150K+,Mastercard
6550,0a02c6ab80,5/18/2020,F,12/6/1945,General Region,Industry Category,Management,45-54,75K-100K,Maestro
6551,1139bc05fe,2/19/2021,F,10/4/1926,General Region,Industry Category,Management,45-54,150K+,JCB 16 digit
6552,a9f38cd372,1/15/2021,M,10/25/2004,General Region,Industry Category,Management,25-34,150K+,JCB 16 digit
6553,61178ee0d2,8/17/2019,F,7/1/2012,General Region,Industry Category,Other,25-34,50K-75K,VISA 16 digit
6554,a0b3073eb6,12/6/2021,M,10/7/1999,General Region,Industry Category,Other,45-54,30K-50K,JCB 16 digit
6555,e7464b61d7,12/6/2021,M,6/2/1964,General Region,Industry Category,Other,18-24,100K-150K,JCB 15 digit
6556,32021697dd,8/16/2021,F,1/13/1980,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
6557,01c6ae9f7f,1/29/2021,F,6/23/1973,General Region,Industry Category,Management,35-44,150K+,Maestro
6558,6f295276bc,5/22/2021,M,2/24/1997,General Region,Industry Category,Other,45-54,100K-150K,American Express
6559,487d6bdcec,1/19/2021,F,1/7/1913,General Region,Industry Category,Management,35-44,100K-150K,JCB 15 digit
6560,f6081ea768,4/18/2022,M,2/11/2011,General Region,Industry Category,Other,65+,100K-150K,VISA 13 digit
6561,7e8950e689,10/13/2019,F,6/9/1932,General Region,Industry Category,Other,18-24,50K-75K,Diners Club / Carte Blanche
6562,b3fe7316f6,4/27/2022,F,3/27/1960,General Region,Industry Category,Other,18-24,150K+,Diners Club / Carte Blanche
6563,a793473e2c,9/1/2019,F,1/29/1922,General Region,Industry Category,Other,45-54,75K-100K,VISA 19 digit
6564,4f1e9ce45b,4/4/2022,M,3/27/2018,General Region,Industry Category,Other,25-34,150K+,American Express
6565,8487f5fedf,6/8/2021,M,12/27/1938,General Region,Industry Category,Management,35-44,30K-50K,VISA 19 digit
6566,f21ca6af4c,8/1/2021,M,12/7/1922,General Region,Industry Category,Other,25-34,30K-50K,JCB 16 digit
6567,d4691be5c0,11/19/2020,F,4/10/2017,General Region,Industry Category,Other,25-34,150K+,Discover
6568,5bc6f5751a,10/3/2020,F,8/7/1992,General Region,Industry Category,Other,25-34,50K-75K,Discover
6569,60d1d1fb19,3/7/2020,M,2/2/1950,General Region,Industry Category,Engineering,25-34,75K-100K,JCB 15 digit
6570,4f5886681f,5/5/2022,F,7/29/2015,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
6571,4b31293317,11/6/2021,F,12/13/1942,General Region,Industry Category,Science & Research,55-64,30K-50K,VISA 16 digit
6572,4f78184e66,6/12/2021,M,1/17/2019,General Region,Industry Category,Management,35-44,150K+,VISA 13 digit
6573,72ad6bcf49,8/3/2021,M,1/30/1914,General Region,Industry Category,Management,55-64,100K-150K,JCB 16 digit
6574,de1d764499,1/24/2020,M,9/21/1916,General Region,Industry Category,Other,45-54,150K+,Diners Club / Carte Blanche
6575,36f10c65c7,11/1/2021,M,4/8/1951,General Region,Industry Category,Management,45-54,150K+,VISA 16 digit
6576,2259fbd4ea,8/28/2021,F,3/15/1967,General Region,Industry Category,Management,45-54,150K+,VISA 16 digit
6577,d79a7f69f3,6/8/2022,M,12/18/1996,General Region,Industry Category,Engineering,18-24,150K+,VISA 16 digit
6578,4e2763358e,7/9/2020,M,5/25/1953,General Region,Industry Category,Other,45-54,150K+,Discover
6579,886df493a6,11/17/2021,F,1/15/1941,General Region,Industry Category,Other,55-64,100K-150K,VISA 16 digit
6580,7cdb6f33a1,4/5/2022,F,8/29/1969,General Region,Industry Category,Other,55-64,75K-100K,Maestro
6581,d8c9ab105f,9/8/2020,F,11/15/1959,General Region,Industry Category,Management,55-64,100K-150K,Maestro
6582,5c54067c48,11/5/2019,F,10/2/1919,General Region,Industry Category,Science & Research,45-54,150K+,VISA 13 digit
6583,63d6108be8,6/4/2021,F,11/9/1945,General Region,Industry Category,Technology,18-24,150K+,VISA 16 digit
6584,b9e71b9f47,9/17/2021,M,10/12/1951,General Region,Industry Category,Management,45-54,50K-75K,American Express
6585,3f0e23b7ed,8/6/2020,F,8/2/1932,General Region,Industry Category,Other,45-54,<30K,VISA 19 digit
6586,64cce80d00,12/14/2019,M,7/29/2015,General Region,Industry Category,Engineering,55-64,<30K,Mastercard
6587,60fffb6389,2/10/2022,F,9/22/1999,General Region,Industry Category,Other,45-54,30K-50K,VISA 16 digit
6588,8f81b16c22,6/6/2022,M,2/1/2007,General Region,Industry Category,Engineering,45-54,150K+,American Express
6589,77a23d15e9,3/22/2022,M,2/10/1958,General Region,Industry Category,Other,35-44,150K+,Diners Club / Carte Blanche
6590,d7f256f77e,5/20/2021,M,5/10/1919,General Region,Industry Category,Other,55-64,150K+,JCB 15 digit
6591,d567e81197,10/16/2020,M,1/17/1918,General Region,Industry Category,Other,45-54,150K+,Maestro
6592,7176a09b3a,4/29/2020,F,4/19/1917,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
6593,d8888cf2b4,4/26/2022,F,9/13/2020,General Region,Industry Category,Management,45-54,150K+,JCB 15 digit
6594,2dd4a12752,2/5/2020,M,4/13/1981,General Region,Industry Category,Other,65+,50K-75K,Diners Club / Carte Blanche
6595,7a774ce73f,9/3/2020,F,3/5/1994,General Region,Industry Category,Other,25-34,50K-75K,VISA 13 digit
6596,9a33554f4a,12/9/2019,M,8/17/1919,General Region,Industry Category,Management,25-34,150K+,Diners Club / Carte Blanche
6597,7b22abb54f,3/15/2020,M,3/26/2019,General Region,Industry Category,Management,55-64,75K-100K,VISA 13 digit
6598,79c1c235ae,1/4/2022,M,3/26/1969,General Region,Industry Category,Other,25-34,<30K,Mastercard
6599,0f14dbb3c4,8/12/2021,F,7/10/1964,General Region,Industry Category,Other,55-64,75K-100K,Diners Club / Carte Blanche
6600,17cd4e2502,7/15/2020,F,10/28/1999,General Region,Industry Category,Management,25-34,150K+,VISA 13 digit
6601,5da3b4409e,12/12/2021,F,3/15/1957,General Region,Industry Category,Other,35-44,100K-150K,JCB 16 digit
6602,075236d2a8,4/25/2020,F,10/13/2020,General Region,Industry Category,Other,18-24,100K-150K,JCB 16 digit
6603,720071b687,12/20/2019,F,10/3/1944,General Region,Industry Category,Engineering,45-54,75K-100K,Diners Club / Carte Blanche
6604,ecbae733ba,1/20/2021,F,11/12/1964,General Region,Industry Category,Other,55-64,50K-75K,American Express
6605,846e3834a2,12/22/2019,M,10/1/1915,General Region,Industry Category,Other,55-64,30K-50K,American Express
6606,2da09af6be,3/20/2020,F,10/13/1945,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
6607,11a61ee608,10/24/2019,F,6/16/1974,General Region,Industry Category,Other,25-34,75K-100K,American Express
6608,807ae708aa,4/10/2022,M,9/17/2009,General Region,Industry Category,Engineering,55-64,30K-50K,JCB 15 digit
6609,fcf48947b6,12/16/2021,M,5/11/1966,General Region,Industry Category,Other,35-44,100K-150K,VISA 19 digit
6610,ec3a42347a,11/1/2020,M,12/19/1931,General Region,Industry Category,Other,35-44,<30K,JCB 16 digit
6611,89f96644a6,1/6/2020,F,10/30/1948,General Region,Industry Category,Healthcare & Counseling,45-54,150K+,JCB 16 digit
6612,900d427b98,2/8/2020,M,5/20/1918,General Region,Industry Category,Management,55-64,50K-75K,VISA 16 digit
6613,8a3b814ce3,3/19/2022,M,3/2/1917,General Region,Industry Category,Other,25-34,<30K,American Express
6614,dd0987360a,7/8/2020,F,2/4/1908,General Region,Industry Category,Healthcare & Counseling,55-64,150K+,Discover
6615,895949cfd7,1/11/2022,F,9/29/1963,General Region,Industry Category,Other,25-34,100K-150K,JCB 16 digit
6616,b40e74e389,5/30/2021,M,7/16/1960,General Region,Industry Category,Engineering,55-64,150K+,VISA 13 digit
6617,8274521cf9,8/18/2020,M,2/6/1925,General Region,Industry Category,Management,25-34,150K+,JCB 15 digit
6618,5177fada5e,9/26/2020,F,1/7/2005,General Region,Industry Category,Science & Research,55-64,100K-150K,VISA 16 digit
6619,9c224f38c3,6/4/2021,M,1/28/2020,General Region,Industry Category,Other,55-64,150K+,American Express
6620,6e3d847545,4/2/2022,M,12/13/1934,General Region,Industry Category,Engineering,55-64,75K-100K,Maestro
6621,ef72a0af71,9/24/2020,F,5/11/1986,General Region,Industry Category,Other,55-64,150K+,Mastercard
6622,421120b597,11/27/2021,F,6/5/1977,General Region,Industry Category,Management,65+,150K+,JCB 15 digit
6623,b17b2bb95c,11/7/2020,M,12/13/1913,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
6624,1a7e973037,12/14/2021,F,4/24/1939,General Region,Industry Category,Technology,55-64,50K-75K,JCB 16 digit
6625,8e4334c2d5,12/8/2020,M,3/14/1974,General Region,Industry Category,Other,35-44,150K+,JCB 16 digit
6626,5deaabad4a,1/17/2022,F,1/21/2011,General Region,Industry Category,Other,25-34,150K+,Discover
